事業者名,ステータス,精算,予約番号,企画区分,申込日,キャンセル日,貸出日時,貸出営業所,貸出営業所コード,返却日時,返却営業所,返却営業所コード,料金プラン,車両クラス,AT/MT,禁煙/喫煙,オプション,免責補償,乗車人数,到着便,出発便,基本料金合計（予約時）,乗捨料金（予約時）,オプション料金（予約時明細）,オプション料金（予約時合計金額）,免責補償料金（予約時明細）,免責補償料金（予約時合計金額）,深夜手数料（予約時）,合計金額（予約時）,最終利用金額,DP最終利用金額,キャンセル料金,利用ポイント,クーポンコード,クーポン名称,利用クーポン金額,計算基準額,システム利用料,販促プログラム,ポイント付与料,ポイント追加付与料,料金プランコード,メモ,DPオペレーターメモ,DP用最終更新日時
  ニコニコレンタカー,キャンセル（予約者都合）,済,R0FYT1I1,じゃらん,2016/5/23 10:45,2016/5/24 9:54,2016/5/26 9:00,新千歳空港店（ニコレンお客様大賞受賞店）,chitose,2016/5/28 15:00,新千歳空港店（ニコレンお客様大賞受賞店）,chitose,【ナビ・ETC付】Sクラス ,Sクラス禁煙（SCS0002）,AT,禁煙,カーナビ × 1 / ETC車載器 × 1,免責補償制度,大人: 2 名、子ども: 0 名,SKY703,SKY720,8400,0,カーナビ × 1（0円） / ETC車載器 × 1（0円）,0,免責補償制度（3240円）,3240,0,11640,0,,0,0,,,,0,0,0,0,0,SCS0002,,,
  ニコニコレンタカー,予約成立,済,R0QG9ZC3,じゃらん,2016/5/24 12:50,,2016/5/25 19:00,新千歳空港店（ニコレンお客様大賞受賞店）,chitose,2016/5/27 17:00,新千歳空港店（ニコレンお客様大賞受賞店）,chitose,【ナビ・ETC付】Sクラス ,Sクラス禁煙（SCS0002）,AT,禁煙,カーナビ × 1 / ETC車載器 × 1 / 免責補償プラス(NOC免除) × 1,免責補償制度,大人: 3 名、子ども: 0 名,,,5600,0,カーナビ × 1（0円） / ETC車載器 × 1（0円） / 免責補償プラス(NOC免除) × 1（1080円）,1080,免責補償制度（2160円）,2160,0,8840,8840,,0,0,,,,8185,982,0,163,0,SCS0002,,,
  ニコニコレンタカー,予約成立,済,R0BRBIRN,じゃらん,2016/5/24 15:25,,2016/6/20 10:00,新千歳空港店（ニコレンお客様大賞受賞店）,chitose,2016/6/23 10:00,新千歳空港店（ニコレンお客様大賞受賞店）,chitose,【ナビ・ETC付】軽自動車 禁煙 (ワゴンR・タント等),Kクラス(SCK001),AT,禁煙,カーナビ × 1 / ETC車載器 × 1,免責補償制度,大人: 2 名、子ども: 0 名,,,8100,0,カーナビ × 1（0円） / ETC車載器 × 1（0円）,0,免責補償制度（3240円）,3240,0,11340,11340,,0,0,,,,10500,1260,0,210,0,SCK07,,,
  ニコニコレンタカー,予約成立,済,R05MHSM5,じゃらん,2016/5/27 15:13,,2016/7/27 12:00,新千歳空港店（ニコレンお客様大賞受賞店）,chitose,2016/7/30 12:00,新千歳空港店（ニコレンお客様大賞受賞店）,chitose,【ナビ・ETC付】最大50％OFF！！デミオ・ヴィッツなどコンパクト禁煙車指定！！,Sクラス禁煙（SCS001）,AT,禁煙,カーナビ × 1 / ETC車載器 × 1,免責補償制度,大人: 2 名、子ども: 0 名,JAL2501,JAL2504,13020,0,カーナビ × 1（0円） / ETC車載器 × 1（0円）,0,免責補償制度（4320円）,4320,0,17340,17340,,0,0,,,,16055,1926,0,321,0,SCS001,,,
  ニコニコレンタカー,予約成立,済,R00X4WNA,じゃらん,2016/5/27 19:54,,2016/6/2 10:00,新千歳空港店（ニコレンお客様大賞受賞店）,chitose,2016/6/3 13:00,新千歳空港店（ニコレンお客様大賞受賞店）,chitose,【スタッドレスタイヤ・4WD標準装備】8人乗りワゴンクラス 禁煙 (ノア・セレナ等),Fクラス(SCF001),AT,禁煙,カーナビ × 1 / ETC車載器 × 1 / スタッドレスタイヤ × 1 / 4WD × 1,免責補償制度,大人: 1 名、子ども: 0 名,GK181,GK182,9400,0,カーナビ × 1（0円） / ETC車載器 × 1（0円） / スタッドレスタイヤ × 1（0円） / 4WD × 1（0円）,0,免責補償制度（2160円）,2160,0,11560,11560,,0,0,CUPR000147,"全国で使える1,000円分クーポン【6/1迄】",1000,10703,1284,0,214,0,SCF001,,,
  ニコニコレンタカー,キャンセル（予約者都合）,済,R033EHCQ,じゃらん,2016/5/29 17:29,2016/5/30 21:06,2016/7/11 14:00,新千歳空港店（ニコレンお客様大賞受賞店）,chitose,2016/7/16 13:00,新千歳空港店（ニコレンお客様大賞受賞店）,chitose,【ナビ・ETC付】最大50％OFF！！デミオ・ヴィッツなどコンパクト禁煙車指定！！,Sクラス禁煙（SCS001）,AT,禁煙,カーナビ × 1 / ETC車載器 × 1,免責補償制度,大人: 1 名、子ども: 0 名,JAL2857,,21700,0,カーナビ × 1（0円） / ETC車載器 × 1（0円）,0,免責補償制度（5400円）,5400,0,27100,0,,0,0,,,,0,0,0,0,0,SCS001,,,
  ニコニコレンタカー,予約成立,済,R0VWDSND,じゃらん,2016/5/31 2:19,,2016/7/15 20:00,新千歳空港店（ニコレンお客様大賞受賞店）,chitose,2016/7/18 20:00,新千歳空港店（ニコレンお客様大賞受賞店）,chitose,【ナビ・ETC付】最大50％OFF！！デミオ・ヴィッツなどコンパクト禁煙車指定！！,Sクラス禁煙（SCS001）,AT,禁煙,カーナビ × 1 / ETC車載器 × 1,,大人: 2 名、子ども: 0 名,JW913,,13020,0,カーナビ × 1（0円） / ETC車載器 × 1（0円）,0,,0,0,13020,13020,,0,500,CUPR000149,"北海道限定！2,500円分クーポン【6/1迄】",2500,12055,1446,0,241,0,SCS001,,,
  ニコニコレンタカー,予約成立,済,R0ELYBGI,じゃらん,2016/6/1 9:12,,2016/6/8 10:00,新千歳空港店（ニコレンお客様大賞受賞店）,chitose,2016/6/9 13:00,新千歳空港店（ニコレンお客様大賞受賞店）,chitose,【スタッドレスタイヤ・4WD標準装備】8人乗りワゴンクラス 禁煙 (ノア・セレナ等),Fクラス(SCF001),AT,禁煙,カーナビ × 1 / ETC車載器 × 1 / スタッドレスタイヤ × 1 / 4WD × 1 / チャイルドシート × 1 / 免責補償プラス(NOC免除) × 1,免責補償制度,大人: 6 名、子ども: 1 名,,,9400,0,カーナビ × 1（0円） / ETC車載器 × 1（0円） / スタッドレスタイヤ × 1（0円） / 4WD × 1（0円） / チャイルドシート × 1（1080円） / 免責補償プラス(NOC免除) × 1（1080円）,2160,免責補償制度（2160円）,2160,0,13720,13720,,0,0,,,,12703,1524,0,254,0,SCF001,,,
  ニコニコレンタカー,予約成立,済,R0SO6F4M,じゃらん,2016/6/1 13:01,,2016/6/10 20:00,新千歳空港店（ニコレンお客様大賞受賞店）,chitose,2016/6/12 12:00,新千歳空港店（ニコレンお客様大賞受賞店）,chitose,【ナビ・ETC付】Sクラス ,Sクラス禁煙（SCS0002）,AT,禁煙,カーナビ × 1 / ETC車載器 × 1,免責補償制度,大人: 2 名、子ども: 0 名,,,5600,0,カーナビ × 1（0円） / ETC車載器 × 1（0円）,0,免責補償制度（2160円）,2160,0,7760,7760,,0,100,CUPR000147,"全国で使える1,000円分クーポン【6/1迄】",1000,7185,862,0,143,0,SCS0002,,,
  ニコニコレンタカー,予約成立,済,R02VMDA4,じゃらん,2016/6/3 15:48,,2016/7/5 9:00,新千歳空港店（ニコレンお客様大賞受賞店）,chitose,2016/7/6 16:00,新千歳空港店（ニコレンお客様大賞受賞店）,chitose,新千歳空港店新車登録キャンペーン ,SPクラス(SCSP001),AT,禁煙,カーナビ × 1 / ETC車載器 × 1 / カーナビ × 1,免責補償制度,大人: 3 名、子ども: 0 名,,,5800,0,カーナビ × 1（0円） / ETC車載器 × 1（0円） / カーナビ × 1（0円）,0,免責補償制度（2160円）,2160,0,7960,7960,,0,0,,,,7370,884,0,147,0,ＳＣＳＰＳＰ,,,
  ニコニコレンタカー,予約成立,済,R0XLAUFI,じゃらん,2016/6/4 9:52,,2016/6/23 10:00,新千歳空港店（ニコレンお客様大賞受賞店）,chitose,2016/6/28 14:00,新千歳空港店（ニコレンお客様大賞受賞店）,chitose,新千歳空港店新車登録キャンペーン ,SPクラス(SCSP001),AT,禁煙,カーナビ × 1 / ETC車載器 × 1 / カーナビ × 1,免責補償制度,大人: 4 名、子ども: 0 名,JW905,JW908,17000,0,カーナビ × 1（0円） / ETC車載器 × 1（0円） / カーナビ × 1（0円）,0,免責補償制度（6480円）,6480,0,23480,23480,,0,0,,,,21740,2608,0,434,0,ＳＣＳＰＳＰ,,,
  ニコニコレンタカー,キャンセル（予約者都合）,済,R0AT30ME,じゃらん,2016/6/5 8:32,2016/6/5 13:35,2016/7/2 16:00,新千歳空港店（ニコレンお客様大賞受賞店）,chitose,2016/7/10 10:00,新千歳空港店（ニコレンお客様大賞受賞店）,chitose,新千歳空港店新車登録キャンペーン ,SPクラス(SCSP001),AT,禁煙,カーナビ × 1 / ETC車載器 × 1 / カーナビ × 1 / 免責補償プラス(NOC免除) × 1,免責補償制度,大人: 2 名、子ども: 0 名,SKY,SKY,22600,0,カーナビ × 1（0円） / ETC車載器 × 1（0円） / カーナビ × 1（0円） / 免責補償プラス(NOC免除) × 1（4320円）,4320,免責補償制度（8640円）,8640,0,35560,0,,0,0,,,,0,0,0,0,0,ＳＣＳＰＳＰ,,,
  ニコニコレンタカー,予約成立,済,R0HRMTH3,じゃらん,2016/6/5 16:05,,2016/6/25 15:00,新千歳空港店（ニコレンお客様大賞受賞店）,chitose,2016/6/28 12:00,新千歳空港店（ニコレンお客様大賞受賞店）,chitose,【スタッドレスタイヤ・4WD標準装備】8人乗りワゴンクラス 禁煙 (ノア・セレナ等),Fクラス(SCF001),AT,禁煙,カーナビ × 1 / ETC車載器 × 1 / スタッドレスタイヤ × 1 / 4WD × 1 / 免責補償プラス(NOC免除) × 1,免責補償制度,大人: 8 名、子ども: 0 名,KE765,KE766,21000,0,カーナビ × 1（0円） / ETC車載器 × 1（0円） / スタッドレスタイヤ × 1（0円） / 4WD × 1（0円） / 免責補償プラス(NOC免除) × 1（1620円）,1620,免責補償制度（3240円）,3240,0,25860,25860,,0,0,CUPR000157,"全国で使える1,500円分クーポン【6/16迄】",1500,23944,2873,0,478,0,SCF001,,,
  ニコニコレンタカー,予約成立,済,R0KUIDVU,じゃらん,2016/6/5 17:57,,2016/6/25 10:00,新千歳空港店（ニコレンお客様大賞受賞店）,chitose,2016/6/26 10:00,新千歳空港店（ニコレンお客様大賞受賞店）,chitose,【ナビ・ETC付】Sクラス ,Sクラス禁煙（SCS0002）,AT,禁煙,カーナビ × 1 / ETC車載器 × 1 / 免責補償プラス(NOC免除) × 1,免責補償制度,大人: 2 名、子ども: 0 名,,,2800,0,カーナビ × 1（0円） / ETC車載器 × 1（0円） / 免責補償プラス(NOC免除) × 1（540円）,540,免責補償制度（1080円）,1080,0,4420,4420,,0,0,,,,4092,491,0,81,0,SCS0002,,,
  ニコニコレンタカー,予約成立,済,R0KAAGAZ,じゃらん,2016/6/5 20:54,,2016/7/7 12:00,新千歳空港店（ニコレンお客様大賞受賞店）,chitose,2016/7/9 15:00,新千歳空港店（ニコレンお客様大賞受賞店）,chitose,新千歳空港店新車登録キャンペーン ,SPクラス(SCSP001),AT,禁煙,カーナビ × 1 / ETC車載器 × 1 / カーナビ × 1,免責補償制度,大人: 2 名、子ども: 0 名,ANA1113,ANA1114,8600,0,カーナビ × 1（0円） / ETC車載器 × 1（0円） / カーナビ × 1（0円）,0,免責補償制度（3240円）,3240,0,11840,11840,,0,0,CUPR000160,"北海道・沖縄で使える2,500円分クーポン【6/16迄】",2500,10962,1315,0,219,0,ＳＣＳＰＳＰ,,,
  ニコニコレンタカー,予約成立,済,R0E0UK92,じゃらん,2016/6/8 23:51,,2016/7/4 9:00,新千歳空港店（ニコレンお客様大賞受賞店）,chitose,2016/7/7 20:00,新千歳空港店（ニコレンお客様大賞受賞店）,chitose,新千歳空港店新車登録キャンペーン ,SPクラス(SCSP001),AT,禁煙,カーナビ × 1 / ETC車載器 × 1 / カーナビ × 1,免責補償制度,大人: 2 名、子ども: 0 名,SKY703,SKY730,9600,0,カーナビ × 1（0円） / ETC車載器 × 1（0円） / カーナビ × 1（0円）,0,免責補償制度（4320円）,4320,0,13920,13920,,0,0,CUPR000160,"北海道・沖縄で使える2,500円分クーポン【6/16迄】",2500,12888,1546,0,257,0,ＳＣＳＰＳＰ,,,
  ニコニコレンタカー,予約成立,済,R0HN78CF,じゃらん,2016/6/9 13:17,,2016/7/11 13:00,新千歳空港店（ニコレンお客様大賞受賞店）,chitose,2016/7/15 13:00,新千歳空港店（ニコレンお客様大賞受賞店）,chitose,新千歳空港店新車登録キャンペーン ,SPクラス(SCSP001),AT,禁煙,カーナビ × 1 / ETC車載器 × 1 / カーナビ × 1,,大人: 1 名、子ども: 0 名,sky711,sky714,9600,0,カーナビ × 1（0円） / ETC車載器 × 1（0円） / カーナビ × 1（0円）,0,,0,0,9600,9600,,0,200,CUPR000160,"北海道・沖縄で使える2,500円分クーポン【6/16迄】",2500,8888,1066,0,177,0,ＳＣＳＰＳＰ,,,
  ニコニコレンタカー,キャンセル（予約者都合）,済,R00FZ1RK,じゃらん,2016/6/9 15:31,2016/7/7 18:20,2016/7/11 10:00,新千歳空港店（ニコレンお客様大賞受賞店）,chitose,2016/7/13 18:00,新千歳空港店（ニコレンお客様大賞受賞店）,chitose,新千歳空港店新車登録キャンペーン ,SPクラス(SCSP001),AT,禁煙,カーナビ × 1 / ETC車載器 × 1 / カーナビ × 1 / 免責補償プラス(NOC免除) × 1,免責補償制度,大人: 2 名、子ども: 0 名,GK181,GK186,7400,0,カーナビ × 1（0円） / ETC車載器 × 1（0円） / カーナビ × 1（0円） / 免責補償プラス(NOC免除) × 1（1620円）,1620,免責補償制度（3240円）,3240,0,12260,0,,0,0,,,,0,0,0,0,0,ＳＣＳＰＳＰ,,,
  ニコニコレンタカー,予約成立,済,R0GJW5FX,じゃらん,2016/6/9 15:33,,2016/7/17 16:00,新千歳空港店（ニコレンお客様大賞受賞店）,chitose,2016/7/20 10:00,新千歳空港店（ニコレンお客様大賞受賞店）,chitose,【ナビ・ETC付】最大50％OFF！！デミオ・ヴィッツなどコンパクト禁煙車指定！！,Sクラス禁煙（SCS001）,AT,禁煙,カーナビ × 1 / ETC車載器 × 1,免責補償制度,大人: 1 名、子ども: 0 名,ANA775,ANA774,13020,0,カーナビ × 1（0円） / ETC車載器 × 1（0円）,0,免責補償制度（3240円）,3240,0,16260,16260,,0,0,,,,15055,1806,0,301,0,SCS001,,,
  ニコニコレンタカー,キャンセル（予約者都合）,済,R0B4SAL5,じゃらん,2016/6/9 20:57,2016/6/9 21:21,2016/7/23 19:00,新千歳空港店（ニコレンお客様大賞受賞店）,chitose,2016/7/26 17:00,新千歳空港店（ニコレンお客様大賞受賞店）,chitose,【ナビ・ETC付】最大50％OFF！！デミオ・ヴィッツなどコンパクト禁煙車指定！！,Sクラス禁煙（SCS001）,AT,禁煙,カーナビ × 1 / ETC車載器 × 1,免責補償制度,大人: 1 名、子ども: 0 名,,,13020,0,カーナビ × 1（0円） / ETC車載器 × 1（0円）,0,免責補償制度（3240円）,3240,0,16260,0,,0,0,,,,0,0,0,0,0,SCS001,,,
  ニコニコレンタカー,予約成立,済,R0D9UBI3,じゃらん,2016/6/9 21:25,,2016/7/23 19:00,新千歳空港店（ニコレンお客様大賞受賞店）,chitose,2016/7/26 17:00,新千歳空港店（ニコレンお客様大賞受賞店）,chitose,【ナビ・ETC付】最大50％OFF！！デミオ・ヴィッツなどコンパクト禁煙車指定！！,Sクラス禁煙（SCS001）,AT,禁煙,カーナビ × 1 / ETC車載器 × 1,免責補償制度,大人: 2 名、子ども: 0 名,,,13020,0,カーナビ × 1（0円） / ETC車載器 × 1（0円）,0,免責補償制度（3240円）,3240,0,16260,16260,,0,1900,CUPR000160,"北海道・沖縄で使える2,500円分クーポン【6/16迄】",2500,15055,1806,0,301,0,SCS001,,,
  ニコニコレンタカー,予約成立,済,R06TM9RZ,じゃらん,2016/6/9 23:04,,2016/7/1 15:00,新千歳空港店（ニコレンお客様大賞受賞店）,chitose,2016/7/3 12:00,新千歳空港店（ニコレンお客様大賞受賞店）,chitose,新千歳空港店新車登録キャンペーン ,SPクラス(SCSP001),AT,禁煙,カーナビ × 1 / ETC車載器 × 1 / カーナビ × 1 / チャイルドシート × 1 / 免責補償プラス(NOC免除) × 1,免責補償制度,大人: 2 名、子ども: 1 名,JAL3513,JAL3512,5200,0,カーナビ × 1（0円） / ETC車載器 × 1（0円） / カーナビ × 1（0円） / チャイルドシート × 1（1080円） / 免責補償プラス(NOC免除) × 1（1080円）,2160,免責補償制度（2160円）,2160,0,9520,9520,,0,0,CUPR000160,"北海道・沖縄で使える2,500円分クーポン【6/16迄】",2500,8814,1057,0,176,0,ＳＣＳＰＳＰ,,,
  ニコニコレンタカー,予約成立,済,R0SOFJR8,じゃらん,2016/6/10 18:28,,2016/7/11 10:00,新千歳空港店（ニコレンお客様大賞受賞店）,chitose,2016/7/15 18:00,新千歳空港店（ニコレンお客様大賞受賞店）,chitose,新千歳空港店新車登録キャンペーン ,SPクラス(SCSP001),AT,禁煙,カーナビ × 1 / ETC車載器 × 1 / カーナビ × 1,免責補償制度,大人: 2 名、子ども: 0 名,JW903,JW914,11800,0,カーナビ × 1（0円） / ETC車載器 × 1（0円） / カーナビ × 1（0円）,0,免責補償制度（5400円）,5400,0,17200,17200,,0,0,CUPR000160,"北海道・沖縄で使える2,500円分クーポン【6/16迄】",2500,15925,1911,0,318,0,ＳＣＳＰＳＰ,,,
  ニコニコレンタカー,予約成立,済,R0GAZG1W,じゃらん,2016/6/10 18:36,,2016/6/25 15:00,新千歳空港店（ニコレンお客様大賞受賞店）,chitose,2016/6/28 20:00,新千歳空港店（ニコレンお客様大賞受賞店）,chitose,【スタッドレスタイヤ・4WD標準装備】8人乗りワゴンクラス 禁煙 (ノア・セレナ等),Fクラス(SCF001),AT,禁煙,カーナビ × 1 / ETC車載器 × 1 / スタッドレスタイヤ × 1 / 4WD × 1,免責補償制度,大人: 1 名、子ども: 0 名,,,25000,0,カーナビ × 1（0円） / ETC車載器 × 1（0円） / スタッドレスタイヤ × 1（0円） / 4WD × 1（0円）,0,免責補償制度（4320円）,4320,0,29320,29320,,0,0,CUPR000167,"全国で使える1,700円分クーポン【6/16迄】",1700,27148,3257,0,542,0,SCF001,,,
  ニコニコレンタカー,予約成立,済,R0RJD20K,じゃらん,2016/6/11 9:22,,2016/7/5 13:00,新千歳空港店（ニコレンお客様大賞受賞店）,chitose,2016/7/10 20:00,新千歳空港店（ニコレンお客様大賞受賞店）,chitose,新千歳空港店新車登録キャンペーン ,SPクラス(SCSP001),AT,禁煙,カーナビ × 1 / ETC車載器 × 1 / カーナビ × 1,免責補償制度,大人: 1 名、子ども: 0 名,MM103,,14000,0,カーナビ × 1（0円） / ETC車載器 × 1（0円） / カーナビ × 1（0円）,0,免責補償制度（6480円）,6480,0,20480,20480,,0,0,CUPR000160,"北海道・沖縄で使える2,500円分クーポン【6/16迄】",2500,18962,2275,0,379,0,ＳＣＳＰＳＰ,,,
  ニコニコレンタカー,予約成立,済,R0C7L20B,じゃらん,2016/6/11 12:10,,2016/7/8 14:00,新千歳空港店（ニコレンお客様大賞受賞店）,chitose,2016/7/10 13:00,新千歳空港店（ニコレンお客様大賞受賞店）,chitose,新千歳空港店新車登録キャンペーン ,SPクラス(SCSP001),AT,禁煙,カーナビ × 1 / ETC車載器 × 1 / カーナビ × 1,免責補償制度,大人: 2 名、子ども: 0 名,ana1181,ana1182,5200,0,カーナビ × 1（0円） / ETC車載器 × 1（0円） / カーナビ × 1（0円）,0,免責補償制度（2160円）,2160,0,7360,7360,,0,0,,,,6814,817,0,136,0,ＳＣＳＰＳＰ,,,
  ニコニコレンタカー,予約成立,済,R0E4XQ14,じゃらん,2016/6/11 20:24,,2016/6/26 14:00,新千歳空港店（ニコレンお客様大賞受賞店）,chitose,2016/6/27 14:00,新千歳空港店（ニコレンお客様大賞受賞店）,chitose,【ナビ・ETC付】Sクラス ,Sクラス禁煙（SCS0002）,AT,禁煙,カーナビ × 1 / ETC車載器 × 1 / 免責補償プラス(NOC免除) × 1,免責補償制度,大人: 2 名、子ども: 0 名,JAL513,JAL514,2800,0,カーナビ × 1（0円） / ETC車載器 × 1（0円） / 免責補償プラス(NOC免除) × 1（540円）,540,免責補償制度（1080円）,1080,0,4420,4420,,0,0,,,,4092,491,0,81,0,SCS0002,,,
  ニコニコレンタカー,予約成立,済,R0N1NB3Y,じゃらん,2016/6/12 14:15,,2016/6/24 20:00,新千歳空港店（ニコレンお客様大賞受賞店）,chitose,2016/6/26 19:00,新千歳空港店（ニコレンお客様大賞受賞店）,chitose,新千歳空港店新車登録キャンペーン ,SPクラス(SCSP001),AT,禁煙,カーナビ × 1 / ETC車載器 × 1 / カーナビ × 1,免責補償制度,大人: 1 名、子ども: 0 名,SKY766,SKY767,5200,0,カーナビ × 1（0円） / ETC車載器 × 1（0円） / カーナビ × 1（0円）,0,免責補償制度（2160円）,2160,0,7360,7360,,0,0,CUPR000158,"全国で使える1,000円分クーポン【6/16迄】",1000,6814,817,0,136,0,ＳＣＳＰＳＰ,,,
  ニコニコレンタカー,キャンセル（予約者都合）,済,R0B8PP1H,じゃらん,2016/6/12 14:17,2016/6/20 12:34,2016/7/1 19:00,新千歳空港店（ニコレンお客様大賞受賞店）,chitose,2016/7/3 19:00,新千歳空港店（ニコレンお客様大賞受賞店）,chitose,新千歳空港店新車登録キャンペーン ,SPクラス(SCSP001),AT,禁煙,カーナビ × 1 / ETC車載器 × 1 / カーナビ × 1,,大人: 1 名、子ども: 0 名,JAL525,,5200,0,カーナビ × 1（0円） / ETC車載器 × 1（0円） / カーナビ × 1（0円）,0,,0,0,5200,0,,0,0,,,,0,0,0,0,0,ＳＣＳＰＳＰ,,,
  ニコニコレンタカー,予約成立,済,R0JSQSZC,じゃらん,2016/6/12 14:17,,2016/6/24 17:00,新千歳空港店（ニコレンお客様大賞受賞店）,chitose,2016/6/25 17:00,新千歳空港店（ニコレンお客様大賞受賞店）,chitose,新千歳空港店新車登録キャンペーン ,SPクラス(SCSP001),AT,禁煙,カーナビ × 1 / ETC車載器 × 1 / カーナビ × 1,免責補償制度,大人: 2 名、子ども: 0 名,ANA069,ADO032,3000,0,カーナビ × 1（0円） / ETC車載器 × 1（0円） / カーナビ × 1（0円）,0,免責補償制度（1080円）,1080,0,4080,4080,,0,0,CUPR000170,全国で使える400円分クーポン【6/16迄】,400,3777,453,0,75,0,ＳＣＳＰＳＰ,,,
  ニコニコレンタカー,予約成立,済,R04THDUD,じゃらん,2016/6/12 22:53,,2016/7/12 11:00,新千歳空港店（ニコレンお客様大賞受賞店）,chitose,2016/7/16 20:00,新千歳空港店（ニコレンお客様大賞受賞店）,chitose,【ナビ・ETC付】最大50％OFF！！デミオ・ヴィッツなどコンパクト禁煙車指定！！,Sクラス禁煙（SCS001）,AT,禁煙,カーナビ × 1 / ETC車載器 × 1,,大人: 1 名、子ども: 0 名,JW905,JW914,21700,0,カーナビ × 1（0円） / ETC車載器 × 1（0円）,0,,0,0,21700,21700,,0,1100,CUPR000160,"北海道・沖縄で使える2,500円分クーポン【6/16迄】",2500,20092,2411,0,401,0,SCS001,,,
  ニコニコレンタカー,キャンセル（予約者都合）,済,R0WRV773,じゃらん,2016/6/13 10:22,2016/6/21 18:11,2016/8/14 14:00,新千歳空港店（ニコレンお客様大賞受賞店）,chitose,2016/8/17 16:00,新千歳空港店（ニコレンお客様大賞受賞店）,chitose,【ナビ・ETC付・免責込み】コンパクトカー 禁煙 (デミオ・ヴィッツ等),Sクラス(FS001),AT,禁煙,カーナビ × 1 / ETC車載器 × 1 / 免責補償プラス(NOC免除) × 1,免責補償制度,大人: 4 名、子ども: 0 名,,,25220,0,カーナビ × 1（0円） / ETC車載器 × 1（0円） / 免責補償プラス(NOC免除) × 1（0円）,0,免責補償制度（0円）,0,0,25220,0,,0,0,,,,0,0,0,0,0,SCS005,,,
  ニコニコレンタカー,予約成立,済,R0M5QGI7,じゃらん,2016/6/14 23:02,,2016/7/9 10:00,新千歳空港店（ニコレンお客様大賞受賞店）,chitose,2016/7/10 19:00,新千歳空港店（ニコレンお客様大賞受賞店）,chitose,新千歳空港店新車登録キャンペーン ,SPクラス(SCSP001),AT,禁煙,カーナビ × 1 / ETC車載器 × 1 / カーナビ × 1,免責補償制度,大人: 2 名、子ども: 0 名,JAL505,JAL526,5200,0,カーナビ × 1（0円） / ETC車載器 × 1（0円） / カーナビ × 1（0円）,0,免責補償制度（2160円）,2160,0,7360,7360,,0,0,,,,6814,817,0,136,0,ＳＣＳＰＳＰ,,,
  ニコニコレンタカー,予約成立,済,R0AVUGZJ,じゃらん,2016/6/15 1:45,,2016/6/28 19:00,新千歳空港店（ニコレンお客様大賞受賞店）,chitose,2016/7/1 16:00,新千歳空港店（ニコレンお客様大賞受賞店）,chitose,新千歳空港店新車登録キャンペーン ,SPクラス(SCSP001),AT,禁煙,カーナビ × 1 / ETC車載器 × 1 / カーナビ × 1,免責補償制度,大人: 2 名、子ども: 0 名,ANA0777,ANA0780,7400,0,カーナビ × 1（0円） / ETC車載器 × 1（0円） / カーナビ × 1（0円）,0,免責補償制度（3240円）,3240,0,10640,10640,,0,0,CUPR000160,"北海道・沖縄で使える2,500円分クーポン【6/16迄】",2500,9851,1182,0,197,0,ＳＣＳＰＳＰ,,,
  ニコニコレンタカー,予約成立,済,R0AD6THR,じゃらん,2016/6/15 20:30,,2016/6/24 14:00,新千歳空港店（ニコレンお客様大賞受賞店）,chitose,2016/6/26 12:00,新千歳空港店（ニコレンお客様大賞受賞店）,chitose,【ナビ・ETC付】軽自動車 禁煙 (ワゴンR・タント等),Kクラス(SCK001),AT,禁煙,カーナビ × 1 / ETC車載器 × 1,免責補償制度,大人: 2 名、子ども: 0 名,ＡＤ００２１,ＡＤ００２０,5400,0,カーナビ × 1（0円） / ETC車載器 × 1（0円）,0,免責補償制度（2160円）,2160,0,7560,7560,,0,0,CUPR000158,"全国で使える1,000円分クーポン【6/16迄】",1000,7000,840,0,140,0,SCK07,,,
  ニコニコレンタカー,予約成立,済,R01284OM,じゃらん,2016/6/15 23:11,,2016/7/5 14:00,新千歳空港店（ニコレンお客様大賞受賞店）,chitose,2016/7/10 10:00,新千歳空港店（ニコレンお客様大賞受賞店）,chitose,新千歳空港店新車登録キャンペーン ,SPクラス(SCSP001),AT,禁煙,カーナビ × 1 / ETC車載器 × 1 / カーナビ × 1,免責補償制度,大人: 2 名、子ども: 0 名,JAL3105,JAL3106,11800,0,カーナビ × 1（0円） / ETC車載器 × 1（0円） / カーナビ × 1（0円）,0,免責補償制度（5400円）,5400,0,17200,17200,,0,0,CUPR000160,"北海道・沖縄で使える2,500円分クーポン【6/16迄】",2500,15925,1911,0,318,0,ＳＣＳＰＳＰ,,,
  ニコニコレンタカー,予約成立,済,R07TGBI4,じゃらん,2016/6/16 0:33,,2016/7/10 16:00,新千歳空港店（ニコレンお客様大賞受賞店）,chitose,2016/7/14 16:00,新千歳空港店（ニコレンお客様大賞受賞店）,chitose,新千歳空港店新車登録キャンペーン ,SPクラス(SCSP001),AT,禁煙,カーナビ × 1 / ETC車載器 × 1 / カーナビ × 1,,大人: 2 名、子ども: 0 名,,,9600,0,カーナビ × 1（0円） / ETC車載器 × 1（0円） / カーナビ × 1（0円）,0,,0,0,9600,9600,,0,0,CUPR000160,"北海道・沖縄で使える2,500円分クーポン【6/16迄】",2500,8888,1066,0,177,0,ＳＣＳＰＳＰ,,,
