事業者名,ステータス,精算,予約番号,企画区分,申込日,キャンセル日,貸出日時,貸出営業所,貸出営業所コード,返却日時,返却営業所,返却営業所コード,料金プラン,車両クラス,AT/MT,禁煙/喫煙,オプション,免責補償,乗車人数,到着便,出発便,基本料金合計（予約時）,乗捨料金（予約時）,オプション料金（予約時明細）,オプション料金（予約時合計金額）,免責補償料金（予約時明細）,免責補償料金（予約時合計金額）,深夜手数料（予約時）,合計金額（予約時）,最終利用金額,DP最終利用金額,キャンセル料金,利用ポイント,クーポンコード,クーポン名称,利用クーポン金額,計算基準額,システム利用料,販促プログラム,ポイント付与料,ポイント追加付与料,料金プランコード,メモ,DPオペレーターメモ,DP用最終更新日時
  ニコニコレンタカー,予約成立,済,R08EYWXP,じゃらん,2016/2/17 0:28,,2016/3/20 8:00,新千歳空港店（ニコレンお客様大賞受賞店）,chitose,2016/3/22 19:00,新千歳空港店（ニコレンお客様大賞受賞店）,chitose,【スタッドレスタイヤ・4WD標準装備】コンパクトカー 禁煙 (デミオ・ヴィッツ等),Sクラス(SCS001),AT,禁煙,カーナビ × 1 / ETC車載器 × 1 / スタッドレスタイヤ × 1 / 4WD × 1,,大人: 2 名、子ども: 0 名,GK101,JW914,7000,0,カーナビ × 1（0円） / ETC車載器 × 1（0円） / スタッドレスタイヤ × 1（0円） / 4WD × 1（0円）,0,,0,0,7000,7000,,0,900,CUPR000112,"直前予約限定1,000円OFFクーポン【3/1迄】",1000,6481,777,0,129,0,SCS01,,,
  ニコニコレンタカー,予約成立,済,R0XCAL5G,じゃらん,2016/2/23 14:55,,2016/3/5 10:00,新千歳空港店（ニコレンお客様大賞受賞店）,chitose,2016/3/7 17:00,新千歳空港店（ニコレンお客様大賞受賞店）,chitose,【スタッドレスタイヤ・4WD標準装備】コンパクトカー (デミオ・ヴィッツ等/喫煙可),Sクラス喫煙（SCS002）,AT,喫煙,カーナビ × 1 / ETC車載器 × 1 / スタッドレスタイヤ × 1 / 4WD × 1,免責補償制度,大人: 2 名、子ども: 0 名,AIRDO113,AIRDO116,6500,0,カーナビ × 1（0円） / ETC車載器 × 1（0円） / スタッドレスタイヤ × 1（0円） / 4WD × 1（0円）,0,免責補償制度（3240円）,3240,0,9740,9740,,0,0,,,,9018,1082,0,180,0,SCS02,,,
  ニコニコレンタカー,予約成立,済,R0Q6F5RK,じゃらん,2016/2/25 17:41,,2016/3/19 16:00,新千歳空港店（ニコレンお客様大賞受賞店）,chitose,2016/3/22 14:00,新千歳空港店（ニコレンお客様大賞受賞店）,chitose,【スタッドレスタイヤ・4WD標準装備】8人乗りワゴンクラス 禁煙 (ノア・セレナ等),Fクラス(SCF001),AT,禁煙,カーナビ × 1 / ETC車載器 × 1 / スタッドレスタイヤ × 1 / 4WD × 1,免責補償制度,大人: 6 名、子ども: 0 名,JAL519,JAL512,19500,0,カーナビ × 1（0円） / ETC車載器 × 1（0円） / スタッドレスタイヤ × 1（0円） / 4WD × 1（0円）,0,免責補償制度（3240円）,3240,0,22740,22740,,0,0,CUPR000111,"直前予約限定2,000円OFFクーポン【3/1迄】",2000,21055,2526,0,421,0,SCF001,,,
  ニコニコレンタカー,予約成立,済,R0AMIV7U,じゃらん,2016/2/27 23:30,,2016/3/18 18:00,新千歳空港店（ニコレンお客様大賞受賞店）,chitose,2016/3/20 20:00,新千歳空港店（ニコレンお客様大賞受賞店）,chitose,【スタッドレスタイヤ・4WD標準装備】コンパクトカー (デミオ・ヴィッツ等/喫煙可),Sクラス喫煙（SCS002）,AT,喫煙,カーナビ × 1 / ETC車載器 × 1 / スタッドレスタイヤ × 1 / 4WD × 1,免責補償制度,大人: 1 名、子ども: 0 名,MM107,MM104,6500,0,カーナビ × 1（0円） / ETC車載器 × 1（0円） / スタッドレスタイヤ × 1（0円） / 4WD × 1（0円）,0,免責補償制度（3240円）,3240,0,9740,9740,,0,0,CUPR000112,"直前予約限定1,000円OFFクーポン【3/1迄】",1000,9018,1082,0,180,0,SCS02,,,
  ニコニコレンタカー,来店なし,済,R09X4Q0I,じゃらん,2016/3/1 2:27,2016/3/3 18:13,2016/3/3 10:00,新千歳空港店（ニコレンお客様大賞受賞店）,chitose,2016/3/5 17:00,新千歳空港店（ニコレンお客様大賞受賞店）,chitose,【スタッドレスタイヤ・4WD標準装備】軽自動車 禁煙 (ワゴンR・タント等),Kクラス(SCK001),AT,禁煙,カーナビ × 1 / ETC車載器 × 1 / スタッドレスタイヤ × 1 / 4WD × 1,免責補償制度,大人: 2 名、子ども: 0 名,APJ 121 ,ANA 1720 ,6000,0,カーナビ × 1（0円） / ETC車載器 × 1（0円） / スタッドレスタイヤ × 1（0円） / 4WD × 1（0円）,0,免責補償制度（3240円）,3240,0,9240,0,,0,0,,,,0,0,0,0,0,SCK01,,,
  ニコニコレンタカー,キャンセル（予約者都合）,済,R0F3AUGR,じゃらん,2016/3/1 19:40,2016/3/30 21:04,2016/4/4 10:00,新千歳空港店（ニコレンお客様大賞受賞店）,chitose,2016/4/5 18:00,新千歳空港店（ニコレンお客様大賞受賞店）,chitose,【スタッドレスタイヤ・4WD標準装備】コンパクトカー (デミオ・ヴィッツ等/喫煙可),Sクラス喫煙（SCS002）,AT,喫煙,カーナビ × 1 / ETC車載器 × 1 / スタッドレスタイヤ × 1 / 4WD × 1,免責補償制度,大人: 2 名、子ども: 0 名,Jetster GK181,Jetster GK186,4500,0,カーナビ × 1（0円） / ETC車載器 × 1（0円） / スタッドレスタイヤ × 1（0円） / 4WD × 1（0円）,0,免責補償制度（2160円）,2160,0,6660,0,,0,0,,,,0,0,0,0,0,SCS02,,,
  ニコニコレンタカー,予約成立,済,R0XIVA5M,じゃらん,2016/3/2 10:05,,2016/3/17 10:00,新千歳空港店（ニコレンお客様大賞受賞店）,chitose,2016/3/20 17:00,新千歳空港店（ニコレンお客様大賞受賞店）,chitose,【スタッドレスタイヤ・4WD標準装備】軽自動車 禁煙 (ワゴンR・タント等),Kクラス(SCK001),AT,禁煙,カーナビ × 1 / ETC車載器 × 1 / スタッドレスタイヤ × 1 / 4WD × 1,免責補償制度,大人: 2 名、子ども: 0 名,JAL505,JAL522,8000,0,カーナビ × 1（0円） / ETC車載器 × 1（0円） / スタッドレスタイヤ × 1（0円） / 4WD × 1（0円）,0,免責補償制度（4320円）,4320,0,12320,12320,,0,0,CUPR000116,"全国で使える2,000円OFFクーポン【3/15迄】",2000,11407,1368,0,228,0,SCK01,,,
  ニコニコレンタカー,キャンセル（予約者都合）,済,R0OBPHN6,じゃらん,2016/3/3 11:22,2016/3/8 11:55,2016/4/1 9:00,新千歳空港店（ニコレンお客様大賞受賞店）,chitose,2016/4/3 17:00,新千歳空港店（ニコレンお客様大賞受賞店）,chitose,【スタッドレスタイヤ・4WD標準装備】軽自動車 禁煙 (ワゴンR・タント等),Kクラス(SCK001),AT,禁煙,カーナビ × 1 / ETC車載器 × 1 / スタッドレスタイヤ × 1 / 4WD × 1,免責補償制度,大人: 4 名、子ども: 0 名,JAL503,JAL522,6000,0,カーナビ × 1（0円） / ETC車載器 × 1（0円） / スタッドレスタイヤ × 1（0円） / 4WD × 1（0円）,0,免責補償制度（3240円）,3240,0,9240,0,,0,0,,,,0,0,0,0,0,SCK01,,,
  ニコニコレンタカー,予約成立,済,R0OLBUZM,じゃらん,2016/3/3 11:55,,2016/3/21 8:00,新千歳空港店（ニコレンお客様大賞受賞店）,chitose,2016/3/22 19:00,新千歳空港店（ニコレンお客様大賞受賞店）,chitose,【スタッドレスタイヤ・4WD標準装備】軽自動車 禁煙 (ワゴンR・タント等),Kクラス(SCK001),AT,禁煙,カーナビ × 1 / ETC車載器 × 1 / スタッドレスタイヤ × 1 / 4WD × 1,,大人: 2 名、子ども: 0 名,JAL0501,JAL0528,4000,0,カーナビ × 1（0円） / ETC車載器 × 1（0円） / スタッドレスタイヤ × 1（0円） / 4WD × 1（0円）,0,,0,0,4000,4000,,0,0,,,,3703,444,0,74,0,SCK01,,,
  ニコニコレンタカー,予約成立,済,R0YO77V5,じゃらん,2016/3/3 20:06,,2016/3/26 10:00,新千歳空港店（ニコレンお客様大賞受賞店）,chitose,2016/4/2 12:00,新千歳空港店（ニコレンお客様大賞受賞店）,chitose,【スタッドレスタイヤ・4WD標準装備】8人乗りワゴンクラス 禁煙 (ノア・セレナ等),Fクラス(SCF001),AT,禁煙,カーナビ × 1 / ETC車載器 × 1 / スタッドレスタイヤ × 1 / 4WD × 1 / チャイルドシート × 1 / 免責補償プラス(NOC免除) × 1,免責補償制度,大人: 4 名、子ども: 2 名,ANA1857,ANA1116,47500,0,カーナビ × 1（0円） / ETC車載器 × 1（0円） / スタッドレスタイヤ × 1（0円） / 4WD × 1（0円） / チャイルドシート × 1（4320円） / 免責補償プラス(NOC免除) × 1（4320円）,8640,免責補償制度（8640円）,8640,0,64780,64780,,0,0,,,,59981,7197,0,1199,0,SCF001,,,
  ニコニコレンタカー,キャンセル（予約者都合）,済,R0RBPGOI,じゃらん,2016/3/5 17:09,2016/3/11 18:01,2016/3/11 18:00,新千歳空港店（ニコレンお客様大賞受賞店）,chitose,2016/3/18 18:00,新千歳空港店（ニコレンお客様大賞受賞店）,chitose,【スタッドレスタイヤ・4WD標準装備】コンパクトカー 禁煙 (デミオ・ヴィッツ等),Sクラス(SCS001),AT,禁煙,カーナビ × 1 / ETC車載器 × 1 / スタッドレスタイヤ × 1 / 4WD × 1,免責補償制度,大人: 1 名、子ども: 0 名,HA441,HA442,15000,0,カーナビ × 1（0円） / ETC車載器 × 1（0円） / スタッドレスタイヤ × 1（0円） / 4WD × 1（0円）,0,免責補償制度（7560円）,7560,0,22560,0,,0,0,,,,0,0,0,0,0,SCS01,,,
  ニコニコレンタカー,予約成立,済,R0D6IVE0,じゃらん,2016/3/5 19:19,,2016/4/3 10:00,新千歳空港店（ニコレンお客様大賞受賞店）,chitose,2016/4/8 17:00,新千歳空港店（ニコレンお客様大賞受賞店）,chitose,【スタッドレスタイヤ・4WD標準装備】コンパクトカー 禁煙 (デミオ・ヴィッツ等),Sクラス(SCS001),AT,禁煙,カーナビ × 1 / ETC車載器 × 1 / スタッドレスタイヤ × 1 / 4WD × 1 / 免責補償プラス(NOC免除) × 1,免責補償制度,大人: 2 名、子ども: 0 名,MM101,MM106,13000,0,カーナビ × 1（0円） / ETC車載器 × 1（0円） / スタッドレスタイヤ × 1（0円） / 4WD × 1（0円） / 免責補償プラス(NOC免除) × 1（3240円）,3240,免責補償制度（6480円）,6480,0,22720,22720,,0,4300,,,,21037,2524,0,420,0,SCS01,,,
  ニコニコレンタカー,予約成立,済,R0YJU1JZ,じゃらん,2016/3/5 23:03,,2016/3/10 11:00,新千歳空港店（ニコレンお客様大賞受賞店）,chitose,2016/3/11 20:00,新千歳空港店（ニコレンお客様大賞受賞店）,chitose,【スタッドレスタイヤ・4WD標準装備】コンパクトカー (デミオ・ヴィッツ等/喫煙可),Sクラス喫煙（SCS002）,AT,喫煙,カーナビ × 1 / ETC車載器 × 1 / スタッドレスタイヤ × 1 / 4WD × 1,,大人: 2 名、子ども: 0 名,GK105,GK116,4500,0,カーナビ × 1（0円） / ETC車載器 × 1（0円） / スタッドレスタイヤ × 1（0円） / 4WD × 1（0円）,0,,0,0,4500,4500,,0,0,CUPR000117,"全国で使える1,000円OFFクーポン【3/15迄】",1000,4166,499,0,83,0,SCS02,,,
  ニコニコレンタカー,キャンセル（予約者都合）,済,R0JJH07I,じゃらん,2016/3/6 11:48,2016/3/12 19:09,2016/4/15 10:00,新千歳空港店（ニコレンお客様大賞受賞店）,chitose,2016/4/17 17:00,新千歳空港店（ニコレンお客様大賞受賞店）,chitose,【スタッドレスタイヤ・4WD標準装備】軽自動車 禁煙 (ワゴンR・タント等),Kクラス(SCK001),AT,禁煙,カーナビ × 1 / ETC車載器 × 1 / スタッドレスタイヤ × 1 / 4WD × 1,免責補償制度,大人: 2 名、子ども: 0 名,,,6000,0,カーナビ × 1（0円） / ETC車載器 × 1（0円） / スタッドレスタイヤ × 1（0円） / 4WD × 1（0円）,0,免責補償制度（3240円）,3240,0,9240,0,,0,0,,,,0,0,0,0,0,SCK01,,,
  ニコニコレンタカー,予約成立,済,R0SP09OP,じゃらん,2016/3/7 8:36,,2016/3/8 20:00,新千歳空港店（ニコレンお客様大賞受賞店）,chitose,2016/3/9 15:00,新千歳空港店（ニコレンお客様大賞受賞店）,chitose,【スタッドレスタイヤ・4WD標準装備】コンパクトカー 禁煙 (デミオ・ヴィッツ等),Sクラス(SCS001),AT,禁煙,カーナビ × 1 / ETC車載器 × 1 / スタッドレスタイヤ × 1 / 4WD × 1,免責補償制度,大人: 1 名、子ども: 0 名,GK185,,3000,0,カーナビ × 1（0円） / ETC車載器 × 1（0円） / スタッドレスタイヤ × 1（0円） / 4WD × 1（0円）,0,免責補償制度（1080円）,1080,0,4080,4080,,0,0,,,,3777,453,0,75,0,SCS01,,,
  ニコニコレンタカー,予約成立,済,R0ES6IYL,じゃらん,2016/3/8 15:39,,2016/3/27 10:00,新千歳空港店（ニコレンお客様大賞受賞店）,chitose,2016/3/31 17:00,新千歳空港店（ニコレンお客様大賞受賞店）,chitose,【スタッドレスタイヤ・4WD標準装備】軽自動車 禁煙 (ワゴンR・タント等),Kクラス(SCK001),AT,禁煙,カーナビ × 1 / ETC車載器 × 1 / スタッドレスタイヤ × 1 / 4WD × 1,免責補償制度,大人: 2 名、子ども: 0 名,ANA1711,ANA1720,10000,0,カーナビ × 1（0円） / ETC車載器 × 1（0円） / スタッドレスタイヤ × 1（0円） / 4WD × 1（0円）,0,免責補償制度（5400円）,5400,0,15400,15400,,0,0,CUPR000116,"全国で使える2,000円OFFクーポン【3/15迄】",2000,14259,1711,0,285,0,SCK01,,,
  ニコニコレンタカー,予約成立,済,R0HRH2V8,じゃらん,2016/3/11 9:22,,2016/3/15 9:00,新千歳空港店（ニコレンお客様大賞受賞店）,chitose,2016/3/16 19:00,新千歳空港店（ニコレンお客様大賞受賞店）,chitose,【スタッドレスタイヤ・4WD標準装備】コンパクトカー (デミオ・ヴィッツ等/喫煙可),Sクラス喫煙（SCS002）,AT,喫煙,カーナビ × 1 / ETC車載器 × 1 / スタッドレスタイヤ × 1 / 4WD × 1,免責補償制度,大人: 1 名、子ども: 0 名,ADO011,ADO036,4500,0,カーナビ × 1（0円） / ETC車載器 × 1（0円） / スタッドレスタイヤ × 1（0円） / 4WD × 1（0円）,0,免責補償制度（2160円）,2160,0,6660,6660,,0,0,,,,6166,739,0,123,0,SCS02,,,
  ニコニコレンタカー,予約成立,済,R0WC4K1H,じゃらん,2016/3/11 18:12,,2016/4/1 8:00,新千歳空港店（ニコレンお客様大賞受賞店）,chitose,2016/4/4 19:00,新千歳空港店（ニコレンお客様大賞受賞店）,chitose,【スタッドレスタイヤ・4WD標準装備】軽自動車 禁煙 (ワゴンR・タント等),Kクラス(SCK001),AT,禁煙,カーナビ × 1 / ETC車載器 × 1 / スタッドレスタイヤ × 1 / 4WD × 1,,大人: 2 名、子ども: 0 名,GK103,MM110,8000,0,カーナビ × 1（0円） / ETC車載器 × 1（0円） / スタッドレスタイヤ × 1（0円） / 4WD × 1（0円）,0,,0,0,8000,8000,,0,0,CUPR000120,"全国で使える1,000円OFFクーポン【3/31迄】",1000,7407,888,0,148,0,SCK01,,,
  ニコニコレンタカー,キャンセル（予約者都合）,済,R0RPQ63Z,じゃらん,2016/3/12 6:08,2016/4/13 6:13,2016/5/15 8:00,新千歳空港店（ニコレンお客様大賞受賞店）,chitose,2016/5/19 17:00,新千歳空港店（ニコレンお客様大賞受賞店）,chitose,【ナビ・ETC付】Sクラス ,Sクラス禁煙（SCS0002）,AT,禁煙,カーナビ × 1 / ETC車載器 × 1,免責補償制度,大人: 1 名、子ども: 0 名,,ANA4816,15000,0,カーナビ × 1（0円） / ETC車載器 × 1（0円）,0,免責補償制度（5400円）,5400,0,20400,0,,0,0,,,,0,0,0,0,0,SCS0002,,,
  ニコニコレンタカー,予約成立,済,R0IA8X49,じゃらん,2016/3/12 16:08,,2016/3/13 16:00,新千歳空港店（ニコレンお客様大賞受賞店）,chitose,2016/3/14 18:00,新千歳空港店（ニコレンお客様大賞受賞店）,chitose,【スタッドレスタイヤ・4WD標準装備】コンパクトカー 禁煙 (デミオ・ヴィッツ等),Sクラス(SCS001),AT,禁煙,カーナビ × 1 / ETC車載器 × 1 / スタッドレスタイヤ × 1 / 4WD × 1,免責補償制度,大人: 1 名、子ども: 0 名,JAL519,JAL524,5000,0,カーナビ × 1（0円） / ETC車載器 × 1（0円） / スタッドレスタイヤ × 1（0円） / 4WD × 1（0円）,0,免責補償制度（2160円）,2160,0,7160,7160,,0,0,,,,6629,795,0,132,0,SCS01,,,
  ニコニコレンタカー,予約成立,済,R0JQGEAH,じゃらん,2016/3/13 10:20,,2016/4/22 10:00,新千歳空港店（ニコレンお客様大賞受賞店）,chitose,2016/4/24 17:00,新千歳空港店（ニコレンお客様大賞受賞店）,chitose,【スタッドレスタイヤ・4WD標準装備】軽自動車 禁煙 (ワゴンR・タント等),Kクラス(SCK001),AT,禁煙,カーナビ × 1 / ETC車載器 × 1 / スタッドレスタイヤ × 1 / 4WD × 1,免責補償制度,大人: 2 名、子ども: 0 名,,,6000,0,カーナビ × 1（0円） / ETC車載器 × 1（0円） / スタッドレスタイヤ × 1（0円） / 4WD × 1（0円）,0,免責補償制度（3240円）,3240,0,9240,9240,,0,0,CUPR000120,"全国で使える1,000円OFFクーポン【3/31迄】",1000,8555,1026,0,171,0,SCK01,,,
  ニコニコレンタカー,予約成立,済,R06EX929,じゃらん,2016/3/15 22:21,,2016/3/26 20:00,新千歳空港店（ニコレンお客様大賞受賞店）,chitose,2016/3/28 19:00,新千歳空港店（ニコレンお客様大賞受賞店）,chitose,【スタッドレスタイヤ・4WD標準装備】コンパクトカー 禁煙 (デミオ・ヴィッツ等),Sクラス(SCS001),AT,禁煙,カーナビ × 1 / ETC車載器 × 1 / スタッドレスタイヤ × 1 / 4WD × 1,免責補償制度,大人: 2 名、子ども: 0 名,SKY769,SKY766,5000,0,カーナビ × 1（0円） / ETC車載器 × 1（0円） / スタッドレスタイヤ × 1（0円） / 4WD × 1（0円）,0,免責補償制度（2160円）,2160,0,7160,7160,,0,1500,CUPR000121,全国で使える500円OFFクーポン【3/31迄】,500,6629,795,0,132,0,SCS01,,,
  ニコニコレンタカー,予約成立,済,R0KUNAKU,じゃらん,2016/3/16 0:39,,2016/4/13 10:00,新千歳空港店（ニコレンお客様大賞受賞店）,chitose,2016/4/14 19:00,新千歳空港店（ニコレンお客様大賞受賞店）,chitose,【スタッドレスタイヤ・4WD標準装備】軽自動車 禁煙 (ワゴンR・タント等),Kクラス(SCK001),AT,禁煙,カーナビ × 1 / ETC車載器 × 1 / スタッドレスタイヤ × 1 / 4WD × 1,免責補償制度,大人: 3 名、子ども: 0 名,,,4000,0,カーナビ × 1（0円） / ETC車載器 × 1（0円） / スタッドレスタイヤ × 1（0円） / 4WD × 1（0円）,0,免責補償制度（2160円）,2160,0,6160,6160,,0,0,,,,5703,684,0,114,0,SCK01,,,
  ニコニコレンタカー,キャンセル（予約者都合）,済,R0JBMLOC,じゃらん,2016/3/16 22:15,2016/3/18 18:53,2016/5/12 12:00,新千歳空港店（ニコレンお客様大賞受賞店）,chitose,2016/5/15 12:00,新千歳空港店（ニコレンお客様大賞受賞店）,chitose,【ナビ・ETC付】8人乗りワゴンクラス 禁煙 (ノア・セレナ等) ,Fクラス(SCF001),AT,禁煙,カーナビ × 1 / ETC車載器 × 1 / チャイルドシート × 1,免責補償制度,大人: 4 名、子ども: 1 名,ANA2153,ANA2154,22000,0,カーナビ × 1（0円） / ETC車載器 × 1（0円） / チャイルドシート × 1（1620円）,1620,免責補償制度（3240円）,3240,0,26860,0,,0,0,,,,0,0,0,0,0,SCF13,,,
  ニコニコレンタカー,予約成立,済,R0NAZ91H,じゃらん,2016/3/17 14:08,,2016/4/3 12:00,新千歳空港店（ニコレンお客様大賞受賞店）,chitose,2016/4/5 14:00,新千歳空港店（ニコレンお客様大賞受賞店）,chitose,【スタッドレスタイヤ・4WD標準装備】8人乗りワゴンクラス 禁煙 (ノア・セレナ等),Fクラス(SCF001),AT,禁煙,カーナビ × 1 / ETC車載器 × 1 / スタッドレスタイヤ × 1 / 4WD × 1,免責補償制度,大人: 4 名、子ども: 0 名,,,15000,0,カーナビ × 1（0円） / ETC車載器 × 1（0円） / スタッドレスタイヤ × 1（0円） / 4WD × 1（0円）,0,免責補償制度（3240円）,3240,0,18240,18240,,0,0,,,,16888,2026,0,337,0,SCF001,,,
  ニコニコレンタカー,キャンセル（予約者都合）,済,R0JB3S9U,じゃらん,2016/3/19 10:19,2016/3/19 10:21,2016/5/26 20:00,新千歳空港店（ニコレンお客様大賞受賞店）,chitose,2016/5/29 14:00,新千歳空港店（ニコレンお客様大賞受賞店）,chitose,【ナビ・ETC付】8人乗りワゴンクラス 禁煙 (ノア・セレナ等) ,Fクラス(SCF001),AT,禁煙,カーナビ × 1 / ETC車載器 × 1,免責補償制度,大人: 5 名、子ども: 0 名,SKY175,SKY174,22000,0,カーナビ × 1（0円） / ETC車載器 × 1（0円）,0,免責補償制度（3240円）,3240,0,25240,0,,0,0,,,,0,0,0,0,0,SCF13,,,
  ニコニコレンタカー,予約成立,済,R0MBE9T1,じゃらん,2016/3/19 20:08,,2016/4/16 14:00,新千歳空港店（ニコレンお客様大賞受賞店）,chitose,2016/4/18 15:00,新千歳空港店（ニコレンお客様大賞受賞店）,chitose,【スタッドレスタイヤ・4WD標準装備】コンパクトカー 禁煙 (デミオ・ヴィッツ等),Sクラス(SCS001),AT,禁煙,カーナビ × 1 / ETC車載器 × 1 / スタッドレスタイヤ × 1 / 4WD × 1,,大人: 2 名、子ども: 0 名,GK183,ADO136,6080,0,カーナビ × 1（0円） / ETC車載器 × 1（0円） / スタッドレスタイヤ × 1（0円） / 4WD × 1（0円）,0,,0,0,6080,6080,,0,0,CUPR000121,全国で使える500円OFFクーポン【3/31迄】,500,5629,675,0,112,0,SCS01,,,
  ニコニコレンタカー,予約成立,済,R0SKN1NC,じゃらん,2016/3/19 22:27,,2016/3/23 10:00,新千歳空港店（ニコレンお客様大賞受賞店）,chitose,2016/3/26 18:00,新千歳空港店（ニコレンお客様大賞受賞店）,chitose,【スタッドレスタイヤ・4WD標準装備】軽自動車 禁煙 (ワゴンR・タント等),Kクラス(SCK001),AT,禁煙,カーナビ × 1 / ETC車載器 × 1 / スタッドレスタイヤ × 1 / 4WD × 1,免責補償制度,大人: 2 名、子ども: 0 名,JAL0501,JAL0530,8000,0,カーナビ × 1（0円） / ETC車載器 × 1（0円） / スタッドレスタイヤ × 1（0円） / 4WD × 1（0円）,0,免責補償制度（4320円）,4320,0,12320,12320,,0,0,CUPR000121,全国で使える500円OFFクーポン【3/31迄】,500,11407,1368,0,228,0,SCK01,,,
  ニコニコレンタカー,キャンセル（予約者都合）,済,R0887D04,じゃらん,2016/3/20 16:37,2016/3/28 23:18,2016/7/16 10:00,新千歳空港店（ニコレンお客様大賞受賞店）,chitose,2016/7/24 17:00,新千歳空港店（ニコレンお客様大賞受賞店）,chitose,【ナビ・ETC付】最大50％OFF！！デミオ・ヴィッツなどコンパクト禁煙車指定！！,Sクラス禁煙（SCS001）,AT,禁煙,カーナビ × 1 / ETC車載器 × 1,免責補償制度,大人: 4 名、子ども: 0 名,,,39060,0,カーナビ × 1（0円） / ETC車載器 × 1（0円）,0,免責補償制度（9720円）,9720,0,48780,0,,0,0,,,,0,0,0,0,0,SCS001,,,
  ニコニコレンタカー,予約成立,済,R0SJG49D,じゃらん,2016/3/22 10:50,,2016/3/30 16:00,新千歳空港店（ニコレンお客様大賞受賞店）,chitose,2016/4/1 19:00,新千歳空港店（ニコレンお客様大賞受賞店）,chitose,【スタッドレスタイヤ・4WD標準装備】コンパクトカー (デミオ・ヴィッツ等/喫煙可),Sクラス喫煙（SCS002）,AT,喫煙,カーナビ × 1 / ETC車載器 × 1 / スタッドレスタイヤ × 1 / 4WD × 1 / 免責補償プラス(NOC免除) × 1,免責補償制度,大人: 1 名、子ども: 0 名,SKY717,SKY726,6500,0,カーナビ × 1（0円） / ETC車載器 × 1（0円） / スタッドレスタイヤ × 1（0円） / 4WD × 1（0円） / 免責補償プラス(NOC免除) × 1（1620円）,1620,免責補償制度（3240円）,3240,0,11360,11360,,0,0,CUPR000121,全国で使える500円OFFクーポン【3/31迄】,500,10518,1262,0,210,0,SCS02,,,
  ニコニコレンタカー,キャンセル（予約者都合）,済,R0RFOZEY,じゃらん,2016/3/23 10:39,2016/4/14 16:34,2016/7/26 14:00,新千歳空港店（ニコレンお客様大賞受賞店）,chitose,2016/7/29 17:00,新千歳空港店（ニコレンお客様大賞受賞店）,chitose,【ナビ・ETC付】最大50％OFF！！デミオ・ヴィッツなどコンパクト禁煙車指定！！,Sクラス禁煙（SCS001）,AT,禁煙,カーナビ × 1 / ETC車載器 × 1,,大人: 1 名、子ども: 0 名,,,15540,0,カーナビ × 1（0円） / ETC車載器 × 1（0円）,0,,0,0,15540,0,,0,0,,,,0,0,0,0,0,SCS001,,,
  ニコニコレンタカー,予約成立,済,R0YYFS3H,じゃらん,2016/3/23 18:06,,2016/3/24 17:00,新千歳空港店（ニコレンお客様大賞受賞店）,chitose,2016/3/26 17:00,新千歳空港店（ニコレンお客様大賞受賞店）,chitose,【スタッドレスタイヤ・4WD標準装備】コンパクトカー (デミオ・ヴィッツ等/喫煙可),Sクラス喫煙（SCS002）,AT,喫煙,カーナビ × 1 / ETC車載器 × 1 / スタッドレスタイヤ × 1 / 4WD × 1,免責補償制度,大人: 1 名、子ども: 0 名,,,6500,0,カーナビ × 1（0円） / ETC車載器 × 1（0円） / スタッドレスタイヤ × 1（0円） / 4WD × 1（0円）,0,免責補償制度（2160円）,2160,0,8660,8660,,0,0,,,,8018,962,0,160,0,SCS02,,,
  ニコニコレンタカー,予約成立,済,R0OZA0D1,じゃらん,2016/3/24 14:15,,2016/6/24 17:00,新千歳空港店（ニコレンお客様大賞受賞店）,chitose,2016/6/29 9:00,新千歳空港店（ニコレンお客様大賞受賞店）,chitose,【ナビ・ETC付】軽自動車 禁煙 (ワゴンR・タント等),Kクラス(SCK001),AT,禁煙,カーナビ × 1 / ETC車載器 × 1,免責補償制度,大人: 2 名、子ども: 0 名,ＳＫＹ773,ＳＫＹ772,13500,0,カーナビ × 1（0円） / ETC車載器 × 1（0円）,0,免責補償制度（5400円）,5400,0,18900,18900,,0,0,,,,17500,2100,0,350,0,SCK07,,,
  ニコニコレンタカー,予約成立,済,R0CRXRIY,じゃらん,2016/3/24 22:54,,2016/3/31 12:00,新千歳空港店（ニコレンお客様大賞受賞店）,chitose,2016/4/2 19:00,新千歳空港店（ニコレンお客様大賞受賞店）,chitose,【スタッドレスタイヤ・4WD標準装備】コンパクトカー 禁煙 (デミオ・ヴィッツ等),Sクラス(SCS001),AT,禁煙,カーナビ × 1 / ETC車載器 × 1 / スタッドレスタイヤ × 1 / 4WD × 1,免責補償制度,大人: 2 名、子ども: 0 名,JW905,JW914,7000,0,カーナビ × 1（0円） / ETC車載器 × 1（0円） / スタッドレスタイヤ × 1（0円） / 4WD × 1（0円）,0,免責補償制度（3240円）,3240,0,10240,10240,,0,0,,,,9481,1137,0,189,0,SCS01,,,
