company_name,pickup_date,target
rakuten,2017-09-21,7
jalan,2017-09-22,2
rakuten,2017-09-22,4
jalan,2017-09-23,7
rakuten,2017-09-23,10
jalan,2017-09-24,2
rakuten,2017-09-24,2
jalan,2017-09-25,3
rakuten,2017-09-25,2
jalan,2017-09-26,1
rakuten,2017-09-26,2
jalan,2017-09-27,2
rakuten,2017-09-27,3
jalan,2017-09-28,1
rakuten,2017-09-28,2
jalan,2017-09-29,5
rakuten,2017-09-29,2
jalan,2017-09-30,1
rakuten,2017-09-30,9
jalan,2017-10-01,0
rakuten,2017-10-01,4
jalan,2017-10-02,1
rakuten,2017-10-02,3
jalan,2017-10-03,0
rakuten,2017-10-03,2
jalan,2017-10-04,0
rakuten,2017-10-04,1
jalan,2017-10-06,1
rakuten,2017-10-06,6
jalan,2017-10-07,0
rakuten,2017-10-07,3
jalan,2017-10-08,1
rakuten,2017-10-08,1
jalan,2017-10-10,1
rakuten,2017-10-10,4
jalan,2017-10-11,1
rakuten,2017-10-11,1
jalan,2017-10-12,3
rakuten,2017-10-12,2
jalan,2017-10-13,2
rakuten,2017-10-13,5
jalan,2017-10-14,0
rakuten,2017-10-14,4
jalan,2017-10-16,1
rakuten,2017-10-16,1
jalan,2017-10-17,1
rakuten,2017-10-17,6
jalan,2017-10-18,2
rakuten,2017-10-18,1
jalan,2017-10-19,0
rakuten,2017-10-19,4
jalan,2017-10-20,1
rakuten,2017-10-20,0
jalan,2017-10-21,1
rakuten,2017-10-21,1
jalan,2017-10-22,1
rakuten,2017-10-22,2
jalan,2017-10-23,1
rakuten,2017-10-23,1
jalan,2017-10-24,0
rakuten,2017-10-24,4
jalan,2017-10-25,2
rakuten,2017-10-25,1
jalan,2017-10-26,0
rakuten,2017-10-26,1
jalan,2017-10-27,3
rakuten,2017-10-27,4
jalan,2017-10-28,3
rakuten,2017-10-28,4
jalan,2017-10-29,2
rakuten,2017-10-29,1
jalan,2017-10-30,1
rakuten,2017-10-30,4
jalan,2017-10-31,0
rakuten,2017-10-31,2
jalan,2017-11-01,1
rakuten,2017-11-01,2
jalan,2017-11-02,1
rakuten,2017-11-02,7
jalan,2017-11-03,4
rakuten,2017-11-03,7
jalan,2017-11-04,1
rakuten,2017-11-04,2
jalan,2017-11-05,0
rakuten,2017-11-05,3
jalan,2017-11-06,2
rakuten,2017-11-06,2
jalan,2017-11-07,0
rakuten,2017-11-07,3
jalan,2017-11-08,1
rakuten,2017-11-08,2
jalan,2017-11-09,2
rakuten,2017-11-09,3
jalan,2017-11-10,1
rakuten,2017-11-10,3
jalan,2017-11-11,0
rakuten,2017-11-11,3
jalan,2017-11-12,1
rakuten,2017-11-12,3
jalan,2017-11-13,0
rakuten,2017-11-13,1
jalan,2017-11-14,2
rakuten,2017-11-14,1
jalan,2017-11-15,1
rakuten,2017-11-15,1
jalan,2017-11-16,1
rakuten,2017-11-16,2
jalan,2017-11-17,0
rakuten,2017-11-17,2
jalan,2017-11-18,1
rakuten,2017-11-18,5
jalan,2017-11-19,0
rakuten,2017-11-19,1
jalan,2017-11-20,2
rakuten,2017-11-20,2
jalan,2017-11-22,0
rakuten,2017-11-22,2
jalan,2017-11-23,0
rakuten,2017-11-23,7
jalan,2017-11-24,0
rakuten,2017-11-24,2
jalan,2017-11-28,1
rakuten,2017-11-28,0
jalan,2017-11-29,0
rakuten,2017-11-29,2
jalan,2017-11-30,0
rakuten,2017-11-30,1
jalan,2017-12-01,1
rakuten,2017-12-01,3
jalan,2017-12-02,0
rakuten,2017-12-02,3
jalan,2017-12-03,0
rakuten,2017-12-03,1
jalan,2017-12-04,0
rakuten,2017-12-04,3
jalan,2017-12-05,1
rakuten,2017-12-05,2
jalan,2017-12-06,0
rakuten,2017-12-06,2
jalan,2017-12-07,1
rakuten,2017-12-07,0
jalan,2017-12-08,0
rakuten,2017-12-08,3
jalan,2017-12-09,1
rakuten,2017-12-09,1
jalan,2017-12-10,1
rakuten,2017-12-10,0
jalan,2017-12-11,1
rakuten,2017-12-11,1
jalan,2017-12-12,1
rakuten,2017-12-12,1
jalan,2017-12-13,0
rakuten,2017-12-13,1
jalan,2017-12-14,0
rakuten,2017-12-14,4
jalan,2017-12-15,0
rakuten,2017-12-15,1
jalan,2017-12-16,1
rakuten,2017-12-16,5
jalan,2017-12-17,1
rakuten,2017-12-17,2
jalan,2017-12-18,0
rakuten,2017-12-18,2
jalan,2017-12-19,2
rakuten,2017-12-19,2
jalan,2017-12-20,0
rakuten,2017-12-20,3
jalan,2017-12-21,2
rakuten,2017-12-21,1
jalan,2017-12-22,1
rakuten,2017-12-22,2
jalan,2017-12-23,1
rakuten,2017-12-23,7
jalan,2017-12-24,0
rakuten,2017-12-24,5
jalan,2017-12-25,0
rakuten,2017-12-25,2
jalan,2017-12-26,1
rakuten,2017-12-26,1
jalan,2017-12-27,0
rakuten,2017-12-27,4
jalan,2017-12-28,0
rakuten,2017-12-28,1
jalan,2017-12-29,0
rakuten,2017-12-29,1
jalan,2018-01-01,0
rakuten,2018-01-01,2
jalan,2018-01-02,0
rakuten,2018-01-02,1
jalan,2018-01-04,0
rakuten,2018-01-04,6
jalan,2018-01-05,0
rakuten,2018-01-05,7
jalan,2018-01-06,0
rakuten,2018-01-06,5
jalan,2018-01-07,2
rakuten,2018-01-07,4
jalan,2018-01-10,0
rakuten,2018-01-10,2
jalan,2018-01-11,3
rakuten,2018-01-11,0
jalan,2018-01-12,1
rakuten,2018-01-12,1
jalan,2018-01-13,1
rakuten,2018-01-13,2
jalan,2018-01-14,0
rakuten,2018-01-14,2
jalan,2018-01-15,0
rakuten,2018-01-15,5
jalan,2018-01-16,0
rakuten,2018-01-16,5
jalan,2018-01-17,3
rakuten,2018-01-17,2
jalan,2018-01-18,0
rakuten,2018-01-18,1
jalan,2018-01-19,1
rakuten,2018-01-19,4
jalan,2018-01-20,0
rakuten,2018-01-20,7
jalan,2018-01-21,0
rakuten,2018-01-21,2
jalan,2018-01-22,1
rakuten,2018-01-22,0
jalan,2018-01-23,0
rakuten,2018-01-23,1
jalan,2018-01-24,0
rakuten,2018-01-24,1
jalan,2018-01-25,0
rakuten,2018-01-25,2
jalan,2018-01-26,1
rakuten,2018-01-26,3
jalan,2018-01-27,0
rakuten,2018-01-27,4
jalan,2018-01-28,0
rakuten,2018-01-28,3
jalan,2018-01-29,1
rakuten,2018-01-29,1
jalan,2018-01-30,1
rakuten,2018-01-30,0
jalan,2018-01-31,1
rakuten,2018-01-31,2
jalan,2018-02-01,1
rakuten,2018-02-01,3
jalan,2018-02-02,0
rakuten,2018-02-02,1
jalan,2018-02-03,1
rakuten,2018-02-03,3
jalan,2018-02-04,2
rakuten,2018-02-04,1
jalan,2018-02-05,3
rakuten,2018-02-05,0
jalan,2018-02-06,0
rakuten,2018-02-06,1
jalan,2018-02-07,0
rakuten,2018-02-07,1
jalan,2018-02-08,2
rakuten,2018-02-08,0
jalan,2018-02-09,1
rakuten,2018-02-09,5
jalan,2018-02-10,2
rakuten,2018-02-10,2
jalan,2018-02-11,4
rakuten,2018-02-11,1
jalan,2018-02-12,1
rakuten,2018-02-12,2
jalan,2018-02-13,1
rakuten,2018-02-13,3
jalan,2018-02-14,2
rakuten,2018-02-14,1
jalan,2018-02-15,1
rakuten,2018-02-15,2
jalan,2018-02-16,3
rakuten,2018-02-16,3
jalan,2018-02-17,1
rakuten,2018-02-17,1
jalan,2018-02-18,0
rakuten,2018-02-18,4
jalan,2018-02-19,1
rakuten,2018-02-19,0
jalan,2018-02-20,2
rakuten,2018-02-20,1
jalan,2018-02-21,1
rakuten,2018-02-21,2
jalan,2018-02-22,2
rakuten,2018-02-22,2
jalan,2018-02-23,1
rakuten,2018-02-23,1
jalan,2018-02-24,2
rakuten,2018-02-24,1
jalan,2018-02-25,1
rakuten,2018-02-25,0
jalan,2018-02-27,1
rakuten,2018-02-27,0
jalan,2018-02-28,0
rakuten,2018-02-28,1
jalan,2018-03-01,0
rakuten,2018-03-01,1
jalan,2018-03-02,1
rakuten,2018-03-02,0
jalan,2018-03-03,0
rakuten,2018-03-03,3
jalan,2018-03-04,2
rakuten,2018-03-04,3
jalan,2018-03-05,1
rakuten,2018-03-05,1
jalan,2018-03-06,0
rakuten,2018-03-06,1
jalan,2018-03-07,1
rakuten,2018-03-07,5
jalan,2018-03-08,2
rakuten,2018-03-08,1
jalan,2018-03-09,2
rakuten,2018-03-09,5
jalan,2018-03-10,1
rakuten,2018-03-10,3
jalan,2018-03-11,0
rakuten,2018-03-11,1
jalan,2018-03-13,0
rakuten,2018-03-13,2
jalan,2018-03-14,0
rakuten,2018-03-14,3
jalan,2018-03-15,1
rakuten,2018-03-15,2
jalan,2018-03-16,0
rakuten,2018-03-16,2
jalan,2018-03-17,0
rakuten,2018-03-17,5
jalan,2018-03-18,0
rakuten,2018-03-18,7
jalan,2018-03-19,0
rakuten,2018-03-19,2
jalan,2018-03-20,0
rakuten,2018-03-20,1
jalan,2018-03-21,1
rakuten,2018-03-21,3
jalan,2018-03-23,0
rakuten,2018-03-23,5
jalan,2018-03-24,0
rakuten,2018-03-24,1
jalan,2018-03-25,1
rakuten,2018-03-25,2
jalan,2018-03-26,1
rakuten,2018-03-26,1
jalan,2018-03-27,1
rakuten,2018-03-27,3
jalan,2018-03-28,1
rakuten,2018-03-28,6
jalan,2018-03-29,1
rakuten,2018-03-29,2
jalan,2018-03-30,0
rakuten,2018-03-30,4
jalan,2018-03-31,1
rakuten,2018-03-31,4
jalan,2018-04-01,3
rakuten,2018-04-01,2
jalan,2018-04-02,2
rakuten,2018-04-02,2
jalan,2018-04-03,1
rakuten,2018-04-03,1
jalan,2018-04-04,0
rakuten,2018-04-04,2
jalan,2018-04-05,1
rakuten,2018-04-05,1
jalan,2018-04-06,0
rakuten,2018-04-06,3
jalan,2018-04-07,1
rakuten,2018-04-07,5
jalan,2018-04-08,1
rakuten,2018-04-08,1
jalan,2018-04-09,0
rakuten,2018-04-09,3
jalan,2018-04-10,1
rakuten,2018-04-10,1
jalan,2018-04-11,1
rakuten,2018-04-11,2
jalan,2018-04-12,0
rakuten,2018-04-12,1
jalan,2018-04-13,3
rakuten,2018-04-13,1
jalan,2018-04-14,1
rakuten,2018-04-14,2
jalan,2018-04-15,3
rakuten,2018-04-15,2
jalan,2018-04-16,1
rakuten,2018-04-16,1
jalan,2018-04-17,1
rakuten,2018-04-17,3
jalan,2018-04-18,1
rakuten,2018-04-18,2
jalan,2018-04-19,1
rakuten,2018-04-19,2
jalan,2018-04-20,3
rakuten,2018-04-20,2
jalan,2018-04-21,4
rakuten,2018-04-21,1
jalan,2018-04-22,1
rakuten,2018-04-22,0
jalan,2018-04-23,0
rakuten,2018-04-23,3
jalan,2018-04-24,2
rakuten,2018-04-24,1
jalan,2018-04-25,1
rakuten,2018-04-25,0
jalan,2018-04-26,1
rakuten,2018-04-26,1
jalan,2018-04-27,1
rakuten,2018-04-27,0
jalan,2018-04-28,3
rakuten,2018-04-28,2
jalan,2018-04-29,0
rakuten,2018-04-29,1
jalan,2018-04-30,1
rakuten,2018-04-30,1
jalan,2018-05-01,1
rakuten,2018-05-01,0
jalan,2018-05-02,2
rakuten,2018-05-02,3
jalan,2018-05-03,5
rakuten,2018-05-03,3
jalan,2018-05-04,3
rakuten,2018-05-04,5
jalan,2018-05-07,0
rakuten,2018-05-07,6
jalan,2018-05-08,0
rakuten,2018-05-08,2
jalan,2018-05-11,1
rakuten,2018-05-11,3
jalan,2018-05-12,2
rakuten,2018-05-12,3
jalan,2018-05-13,0
rakuten,2018-05-13,1
jalan,2018-05-14,0
rakuten,2018-05-14,7
jalan,2018-05-15,1
rakuten,2018-05-15,4
jalan,2018-05-16,0
rakuten,2018-05-16,1
jalan,2018-05-17,0
rakuten,2018-05-17,2
jalan,2018-05-18,0
rakuten,2018-05-18,4
jalan,2018-05-19,2
rakuten,2018-05-19,2
jalan,2018-05-20,1
rakuten,2018-05-20,1
jalan,2018-05-21,1
rakuten,2018-05-21,0
jalan,2018-05-22,1
rakuten,2018-05-22,1
jalan,2018-05-23,0
rakuten,2018-05-23,4
jalan,2018-05-24,1
rakuten,2018-05-24,2
jalan,2018-05-25,0
rakuten,2018-05-25,5
jalan,2018-05-26,6
rakuten,2018-05-26,9
jalan,2018-05-27,0
rakuten,2018-05-27,2
jalan,2018-05-28,1
rakuten,2018-05-28,2
jalan,2018-05-29,1
rakuten,2018-05-29,4
jalan,2018-05-30,0
rakuten,2018-05-30,2
jalan,2018-05-31,2
rakuten,2018-05-31,3
jalan,2018-06-01,2
rakuten,2018-06-01,3
jalan,2018-06-02,1
rakuten,2018-06-02,3
jalan,2018-06-03,1
rakuten,2018-06-03,2
jalan,2018-06-04,3
rakuten,2018-06-04,2
jalan,2018-06-05,0
rakuten,2018-06-05,3
jalan,2018-06-06,0
rakuten,2018-06-06,5
jalan,2018-06-07,3
rakuten,2018-06-07,1
jalan,2018-06-08,1
rakuten,2018-06-08,2
jalan,2018-06-09,1
rakuten,2018-06-09,3
jalan,2018-06-10,0
rakuten,2018-06-10,1
jalan,2018-06-11,0
rakuten,2018-06-11,5
jalan,2018-06-12,0
rakuten,2018-06-12,3
jalan,2018-06-13,0
rakuten,2018-06-13,4
jalan,2018-06-14,2
rakuten,2018-06-14,3
jalan,2018-06-15,0
rakuten,2018-06-15,12
jalan,2018-06-16,2
rakuten,2018-06-16,8
jalan,2018-06-17,2
rakuten,2018-06-17,2
jalan,2018-06-18,1
rakuten,2018-06-18,3
jalan,2018-06-19,1
rakuten,2018-06-19,1
jalan,2018-06-20,1
rakuten,2018-06-20,4
jalan,2018-06-21,2
rakuten,2018-06-21,8
jalan,2018-06-22,3
rakuten,2018-06-22,4
jalan,2018-06-23,4
rakuten,2018-06-23,9
jalan,2018-06-24,2
rakuten,2018-06-24,6
jalan,2018-06-25,1
rakuten,2018-06-25,3
jalan,2018-06-26,3
rakuten,2018-06-26,5
jalan,2018-06-27,2
rakuten,2018-06-27,13
jalan,2018-06-28,2
rakuten,2018-06-28,4
jalan,2018-06-29,3
rakuten,2018-06-29,9
jalan,2018-06-30,2
rakuten,2018-06-30,2
jalan,2018-07-01,0
rakuten,2018-07-01,2
jalan,2018-07-02,0
rakuten,2018-07-02,6
jalan,2018-07-03,0
rakuten,2018-07-03,3
jalan,2018-07-05,0
rakuten,2018-07-05,7
jalan,2018-07-06,2
rakuten,2018-07-06,9
jalan,2018-07-07,7
rakuten,2018-07-07,6
jalan,2018-07-08,0
rakuten,2018-07-08,5
jalan,2018-07-09,0
rakuten,2018-07-09,4
jalan,2018-07-10,1
rakuten,2018-07-10,3
jalan,2018-07-11,2
rakuten,2018-07-11,1
jalan,2018-07-12,1
rakuten,2018-07-12,3
jalan,2018-07-13,2
rakuten,2018-07-13,4
jalan,2018-07-14,1
rakuten,2018-07-14,8
jalan,2018-07-15,4
rakuten,2018-07-15,4
jalan,2018-07-16,1
rakuten,2018-07-16,1
jalan,2018-07-17,1
rakuten,2018-07-17,2
jalan,2018-07-18,2
rakuten,2018-07-18,4
jalan,2018-07-19,1
rakuten,2018-07-19,8
jalan,2018-07-20,0
rakuten,2018-07-20,11
jalan,2018-07-21,6
rakuten,2018-07-21,10
jalan,2018-07-22,1
rakuten,2018-07-22,11
jalan,2018-07-23,1
rakuten,2018-07-23,11
jalan,2018-07-24,5
rakuten,2018-07-24,10
jalan,2018-07-25,5
rakuten,2018-07-25,8
jalan,2018-07-26,2
rakuten,2018-07-26,8
jalan,2018-07-27,2
rakuten,2018-07-27,13
jalan,2018-07-28,8
rakuten,2018-07-28,14
jalan,2018-07-29,6
rakuten,2018-07-29,6
jalan,2018-07-30,1
rakuten,2018-07-30,8
jalan,2018-07-31,2
rakuten,2018-07-31,5
jalan,2018-08-01,1
rakuten,2018-08-01,3
jalan,2018-08-02,2
rakuten,2018-08-02,3
jalan,2018-08-03,5
rakuten,2018-08-03,6
jalan,2018-08-04,5
rakuten,2018-08-04,14
jalan,2018-08-05,2
rakuten,2018-08-05,3
jalan,2018-08-06,3
rakuten,2018-08-06,4
jalan,2018-08-07,4
rakuten,2018-08-07,5
jalan,2018-08-08,2
rakuten,2018-08-08,6
jalan,2018-08-09,2
rakuten,2018-08-09,10
jalan,2018-08-10,2
rakuten,2018-08-10,1
jalan,2018-08-11,7
rakuten,2018-08-11,13
jalan,2018-08-12,3
rakuten,2018-08-12,17
jalan,2018-08-13,9
rakuten,2018-08-13,12
jalan,2018-08-14,1
rakuten,2018-08-14,18
jalan,2018-08-15,4
rakuten,2018-08-15,9
jalan,2018-08-16,5
rakuten,2018-08-16,5
jalan,2018-08-17,1
rakuten,2018-08-17,11
jalan,2018-08-18,2
rakuten,2018-08-18,7
jalan,2018-08-19,6
rakuten,2018-08-19,3
jalan,2018-08-20,10
rakuten,2018-08-20,7
jalan,2018-08-21,8
rakuten,2018-08-21,7
jalan,2018-08-22,7
rakuten,2018-08-22,11
jalan,2018-08-23,2
rakuten,2018-08-23,7
jalan,2018-08-24,4
rakuten,2018-08-24,6
jalan,2018-08-25,5
rakuten,2018-08-25,6
jalan,2018-08-26,6
rakuten,2018-08-26,5
jalan,2018-08-27,6
rakuten,2018-08-27,8
jalan,2018-08-28,4
rakuten,2018-08-28,5
jalan,2018-08-29,3
rakuten,2018-08-29,3
jalan,2018-08-30,1
rakuten,2018-08-30,2
jalan,2018-08-31,1
rakuten,2018-08-31,10
jalan,2018-09-01,8
rakuten,2018-09-01,5
jalan,2018-09-02,6
rakuten,2018-09-02,2
jalan,2018-09-03,6
rakuten,2018-09-03,1
jalan,2018-09-04,3
rakuten,2018-09-04,3
jalan,2018-09-05,3
rakuten,2018-09-05,3
jalan,2018-09-06,1
rakuten,2018-09-06,2
jalan,2018-09-07,1
rakuten,2018-09-07,1
jalan,2018-09-08,1
rakuten,2018-09-08,1
jalan,2018-09-09,1
rakuten,2018-09-09,0
jalan,2018-09-11,2
rakuten,2018-09-11,0
jalan,2018-09-12,2
rakuten,2018-09-12,1
jalan,2018-09-13,3
rakuten,2018-09-13,3
jalan,2018-09-14,2
rakuten,2018-09-14,2
jalan,2018-09-15,3
rakuten,2018-09-15,2
jalan,2018-09-16,0
rakuten,2018-09-16,1
jalan,2018-09-17,1
rakuten,2018-09-17,0
jalan,2018-09-18,2
rakuten,2018-09-18,3
jalan,2018-09-19,4
rakuten,2018-09-19,7
jalan,2018-09-20,11
rakuten,2018-09-20,7
jalan,2018-09-21,3
rakuten,2018-09-21,5
jalan,2018-09-22,3
rakuten,2018-09-22,1
jalan,2018-09-23,0
rakuten,2018-09-23,5
jalan,2018-09-24,2
rakuten,2018-09-24,0
jalan,2018-09-25,2
rakuten,2018-09-25,1
jalan,2018-09-26,2
rakuten,2018-09-26,1
jalan,2018-09-27,0
rakuten,2018-09-27,2
jalan,2018-09-28,2
rakuten,2018-09-28,5
jalan,2018-09-29,8
rakuten,2018-09-29,0
jalan,2018-09-30,1
rakuten,2018-09-30,3
jalan,2018-10-01,4
rakuten,2018-10-01,1
jalan,2018-10-02,0
rakuten,2018-10-02,4
jalan,2018-10-03,1
rakuten,2018-10-03,2
jalan,2018-10-04,2
rakuten,2018-10-04,11
jalan,2018-10-05,1
rakuten,2018-10-05,5
jalan,2018-10-06,2
rakuten,2018-10-06,4
jalan,2018-10-07,1
rakuten,2018-10-07,0
jalan,2018-10-08,0
rakuten,2018-10-08,3
jalan,2018-10-09,0
rakuten,2018-10-09,3
jalan,2018-10-10,1
rakuten,2018-10-10,5
jalan,2018-10-11,3
rakuten,2018-10-11,2
jalan,2018-10-12,7
rakuten,2018-10-12,3
jalan,2018-10-13,2
rakuten,2018-10-13,7
jalan,2018-10-14,1
rakuten,2018-10-14,1
jalan,2018-10-15,1
rakuten,2018-10-15,1
jalan,2018-10-16,1
rakuten,2018-10-16,3
jalan,2018-10-17,1
rakuten,2018-10-17,2
jalan,2018-10-18,2
rakuten,2018-10-18,2
jalan,2018-10-19,1
rakuten,2018-10-19,1
jalan,2018-10-20,1
rakuten,2018-10-20,1
jalan,2018-10-21,0
rakuten,2018-10-21,1
jalan,2018-10-22,1
rakuten,2018-10-22,2
jalan,2018-10-23,1
rakuten,2018-10-23,2
jalan,2018-10-24,1
rakuten,2018-10-24,2
jalan,2018-10-25,1
rakuten,2018-10-25,4
jalan,2018-10-26,0
rakuten,2018-10-26,4
jalan,2018-10-27,2
rakuten,2018-10-27,3
jalan,2018-10-28,2
rakuten,2018-10-28,1
jalan,2018-10-29,0
rakuten,2018-10-29,3
jalan,2018-10-30,1
rakuten,2018-10-30,5
jalan,2018-10-31,1
rakuten,2018-10-31,2
jalan,2018-11-01,2
rakuten,2018-11-01,4
jalan,2018-11-02,4
rakuten,2018-11-02,6
jalan,2018-11-03,4
rakuten,2018-11-03,4
jalan,2018-11-04,0
rakuten,2018-11-04,3
jalan,2018-11-05,0
rakuten,2018-11-05,1
jalan,2018-11-06,0
rakuten,2018-11-06,7
jalan,2018-11-07,2
rakuten,2018-11-07,3
jalan,2018-11-08,1
rakuten,2018-11-08,4
jalan,2018-11-09,3
rakuten,2018-11-09,4
jalan,2018-11-10,3
rakuten,2018-11-10,5
jalan,2018-11-11,0
rakuten,2018-11-11,4
jalan,2018-11-12,3
rakuten,2018-11-12,3
jalan,2018-11-13,0
rakuten,2018-11-13,3
jalan,2018-11-14,0
rakuten,2018-11-14,4
jalan,2018-11-15,1
rakuten,2018-11-15,5
jalan,2018-11-16,3
rakuten,2018-11-16,5
jalan,2018-11-17,2
rakuten,2018-11-17,8
jalan,2018-11-18,2
rakuten,2018-11-18,2
jalan,2018-11-19,1
rakuten,2018-11-19,5
jalan,2018-11-20,0
rakuten,2018-11-20,2
jalan,2018-11-21,0
rakuten,2018-11-21,3
jalan,2018-11-22,1
rakuten,2018-11-22,7
jalan,2018-11-23,2
rakuten,2018-11-23,1
jalan,2018-11-24,0
rakuten,2018-11-24,1
jalan,2018-11-25,0
rakuten,2018-11-25,1
jalan,2018-11-26,1
rakuten,2018-11-26,2
jalan,2018-11-27,1
rakuten,2018-11-27,3
jalan,2018-11-28,1
rakuten,2018-11-28,5
jalan,2018-11-29,2
rakuten,2018-11-29,2
jalan,2018-11-30,3
rakuten,2018-11-30,4
jalan,2018-12-01,1
rakuten,2018-12-01,2
jalan,2018-12-02,1
rakuten,2018-12-02,2
jalan,2018-12-03,2
rakuten,2018-12-03,4
jalan,2018-12-04,1
rakuten,2018-12-04,4
jalan,2018-12-05,1
rakuten,2018-12-05,1
jalan,2018-12-06,0
rakuten,2018-12-06,1
jalan,2018-12-07,0
rakuten,2018-12-07,2
jalan,2018-12-08,1
rakuten,2018-12-08,3
jalan,2018-12-09,2
rakuten,2018-12-09,1
jalan,2018-12-10,1
rakuten,2018-12-10,3
jalan,2018-12-11,0
rakuten,2018-12-11,3
jalan,2018-12-12,0
rakuten,2018-12-12,2
jalan,2018-12-13,0
rakuten,2018-12-13,3
jalan,2018-12-14,0
rakuten,2018-12-14,4
jalan,2018-12-15,1
rakuten,2018-12-15,1
jalan,2018-12-17,1
rakuten,2018-12-17,2
jalan,2018-12-18,1
rakuten,2018-12-18,5
jalan,2018-12-19,0
rakuten,2018-12-19,2
jalan,2018-12-20,2
rakuten,2018-12-20,2
jalan,2018-12-21,0
rakuten,2018-12-21,1
jalan,2018-12-22,1
rakuten,2018-12-22,8
jalan,2018-12-23,1
rakuten,2018-12-23,2
jalan,2018-12-24,0
rakuten,2018-12-24,1
jalan,2018-12-25,0
rakuten,2018-12-25,2
jalan,2018-12-26,0
rakuten,2018-12-26,2
jalan,2018-12-27,1
rakuten,2018-12-27,7
jalan,2018-12-28,1
rakuten,2018-12-28,0
jalan,2018-12-29,1
rakuten,2018-12-29,2
jalan,2018-12-30,1
rakuten,2018-12-30,2
jalan,2018-12-31,0
rakuten,2018-12-31,1
jalan,2019-01-01,3
rakuten,2019-01-01,3
jalan,2019-01-02,0
rakuten,2019-01-02,2
jalan,2019-01-03,1
rakuten,2019-01-03,0
jalan,2019-01-04,1
rakuten,2019-01-04,0
jalan,2019-01-07,1
rakuten,2019-01-07,2
jalan,2019-01-08,0
rakuten,2019-01-08,3
jalan,2019-01-09,0
rakuten,2019-01-09,1
jalan,2019-01-10,0
rakuten,2019-01-10,1
jalan,2019-01-11,1
rakuten,2019-01-11,2
jalan,2019-01-12,0
rakuten,2019-01-12,6
jalan,2019-01-13,0
rakuten,2019-01-13,1
jalan,2019-01-14,0
rakuten,2019-01-14,2
jalan,2019-01-15,0
rakuten,2019-01-15,2
jalan,2019-01-17,0
rakuten,2019-01-17,1
jalan,2019-01-18,0
rakuten,2019-01-18,3
jalan,2019-01-19,1
rakuten,2019-01-19,0
jalan,2019-01-21,0
rakuten,2019-01-21,1
jalan,2019-01-23,0
rakuten,2019-01-23,1
jalan,2019-01-24,0
rakuten,2019-01-24,1
jalan,2019-01-25,2
rakuten,2019-01-25,1
jalan,2019-01-26,0
rakuten,2019-01-26,2
jalan,2019-01-27,0
rakuten,2019-01-27,1
jalan,2019-01-28,1
rakuten,2019-01-28,0
jalan,2019-01-31,0
rakuten,2019-01-31,1
jalan,2019-02-01,0
rakuten,2019-02-01,1
jalan,2019-02-02,0
rakuten,2019-02-02,3
jalan,2019-02-03,0
rakuten,2019-02-03,2
jalan,2019-02-08,1
rakuten,2019-02-08,0
jalan,2019-02-09,0
rakuten,2019-02-09,2
jalan,2019-02-10,0
rakuten,2019-02-10,1
jalan,2019-02-12,0
rakuten,2019-02-12,1
jalan,2019-02-14,0
rakuten,2019-02-14,1
jalan,2019-02-19,0
rakuten,2019-02-19,1
jalan,2019-02-23,1
rakuten,2019-02-23,0
jalan,2019-03-12,0
rakuten,2019-03-12,1
jalan,2019-03-17,0
rakuten,2019-03-17,1
jalan,2019-03-21,0
rakuten,2019-03-21,1
jalan,2019-03-22,0
rakuten,2019-03-22,3
jalan,2019-05-09,1
rakuten,2019-05-09,0
jalan,2019-06-06,1
rakuten,2019-06-06,0
